,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
P35346,3,0,1,0,1
P35348,3,0,1,0,1
P35354,4,0,2,1,5
P35367,2,0,9,0,2
P35368,4,0,1,0,1
P35372,5,0,5,0,1
P35398,0,1,2,0,0
P35408,1,0,4,0,1
P35414,2,0,0,0,0
P35442,7,0,0,1,29
P35443,2,0,0,1,23
P35452,0,0,0,0,0
P35453,0,0,0,0,0
P35462,4,0,0,0,2
P35475,6,0,0,1,1
P35498,9,0,8,0,4
P35499,11,0,1,0,8
P35503,4,0,0,1,0
P35504,3,0,0,1,0
P35520,0,1,3,0,0
P35523,0,0,1,0,0
P35527,0,0,2,0,0
P35548,0,0,0,0,0
P35555,42,0,2,1,155
P35556,39,0,0,1,141
P35557,0,0,0,0,0
P35558,0,0,12,0,0
P35568,0,0,29,0,0
P35573,0,0,1,0,0
P35575,1,0,0,0,0
P35579,0,0,29,0,0
P35580,0,0,18,0,0
P35590,5,0,1,1,6
P35606,0,0,3,0,0
P35609,0,0,1,0,0
P35610,0,0,2,0,1
P35611,0,0,30,0,0
P35612,0,0,27,0,0
P35613,3,0,2,1,3
P35625,0,0,0,1,6
P35626,0,0,0,0,0
P35637,0,1,33,0,0
P35638,0,0,6,0,0
P35658,0,1,32,0,0
P35659,0,0,31,0,0
P35670,0,0,4,0,0
P35680,0,0,4,0,0
P35711,0,0,7,0,0
P35712,0,2,5,0,0
P35713,0,0,1,0,0
P35716,0,0,1,0,0
P35749,0,0,10,0,0
P35754,0,0,2,0,2
P35789,0,0,0,0,0
P35790,0,0,2,0,0
P35813,0,0,2,0,0
P35858,6,0,0,1,0
P35869,0,0,1,0,0
P35900,0,0,1,0,0
P35908,0,0,5,0,0
P35913,0,0,1,0,0
P35914,0,0,8,0,1
P35916,12,0,11,1,7
P35968,18,0,15,1,8
P35998,0,0,2,0,0
P36021,0,0,1,0,0
P36222,1,0,0,1,2
P36268,2,0,0,1,0
P36269,6,0,0,0,0
P36382,0,0,2,0,0
P36383,0,0,0,0,0
P36402,0,0,0,0,0
P36404,0,1,1,0,0
P36405,0,0,1,0,0
P36406,0,0,0,0,0
P36507,0,0,11,0,0
P36508,0,1,0,0,0
P36542,0,0,10,0,0
P36543,0,0,2,0,0
P36544,3,0,0,1,2
P36551,0,0,3,0,0
P36575,0,0,0,0,0
P36578,0,3,13,0,0
P36639,0,0,0,0,0
P36776,0,0,0,0,0
P36871,0,0,22,0,0
P36873,0,0,3,0,0
P36888,10,0,13,1,7
P36894,1,0,0,1,5
P36896,1,0,1,1,0
P36897,1,1,6,1,5
P36941,2,0,1,1,10
P36952,4,0,0,0,0
P36954,0,0,1,0,0
P36955,1,0,4,1,0
P36956,0,0,8,0,0
P36957,0,0,8,0,0
P36959,0,0,0,0,0
P36969,0,0,1,0,0
P36980,1,0,0,1,8
P37023,1,0,3,1,5
P37058,0,0,0,0,0
P37059,0,0,0,0,0
P37088,0,0,0,0,0
P37108,0,0,1,0,0
P37173,3,0,3,1,6
P37198,2,0,3,0,2
P37231,1,1,1,0,0
P37235,0,0,0,0,0
P37268,0,0,0,0,0
P37275,0,15,11,0,0
P37287,1,0,2,0,0
P37288,2,0,1,0,1
P37802,0,1,8,0,0
P37837,0,0,7,0,0
P37840,0,0,4,0,0
P38117,0,0,12,0,0
P38159,0,3,17,0,0
P38398,0,13,30,0,0
P38405,0,0,2,0,0
P38432,0,11,16,0,0
P38435,2,0,1,0,1
P38484,6,0,0,1,2
P38567,6,0,0,1,5
P38570,11,0,0,1,7
P38571,6,0,0,1,0
P38606,0,0,3,0,0
P38646,0,0,26,0,0
P38919,0,5,9,0,0
P38935,0,0,1,0,0
P38936,0,1,7,0,0
P39019,0,0,5,0,0
P39023,0,9,8,0,0
P39059,11,0,0,1,2
P39060,6,0,1,1,7
P39086,9,0,2,1,0
P39210,0,0,0,0,0
P39656,0,0,0,1,0
P39687,0,0,4,0,0
P39748,0,0,16,0,0
P39877,0,0,0,1,6
P39880,0,4,10,0,0
P39900,2,0,0,1,1
P39905,2,0,0,1,4
P40121,0,0,2,0,0
P40123,0,0,3,0,0
P40126,6,0,0,1,0
P40145,3,0,3,0,0
P40189,10,0,6,1,5
P40197,8,0,0,1,0
P40198,2,0,0,1,0
P40199,12,0,0,1,2
P40200,15,0,0,1,3
P40222,0,0,2,0,0
P40225,14,0,0,1,2
P40227,0,1,8,0,0
P40238,4,2,0,1,4
P40259,4,0,2,1,3
P40261,0,0,4,0,0
P40305,0,1,0,0,0
P40306,0,0,2,0,0
P40337,0,0,0,0,0
P40394,0,0,0,0,0
P40424,0,0,0,0,0
P40425,0,0,5,0,0
P40426,0,0,0,0,0
P40429,0,0,5,0,0
P40616,0,0,0,0,0
P40617,0,0,0,0,0
P40692,0,0,2,0,0
P40763,0,0,16,0,0
P40818,0,0,8,0,0
P40855,0,0,6,0,0
P40879,3,0,0,0,0
P40925,0,0,14,0,0
P40926,1,0,33,0,0
P40933,1,0,0,1,2
P40937,0,0,1,0,0
P40938,0,0,2,0,0
P40939,0,0,56,0,0
P40967,5,0,0,1,2
P41002,0,0,0,0,0
P41091,0,0,2,0,0
P41134,0,0,0,0,0
P41143,2,0,0,0,1
P41145,2,0,0,0,1
P41146,3,0,1,0,1
P41159,0,0,0,1,1
P41161,0,1,1,0,0
P41162,0,2,4,0,0
P41180,11,0,2,1,10
P41181,1,0,1,0,0
P41182,0,0,5,0,0
P41208,0,1,3,0,0
P41212,0,5,8,0,0
P41214,0,0,4,0,0
P41217,6,0,0,1,3
P41218,0,0,0,0,0
P41219,0,0,6,0,0
P41220,0,0,0,0,0
P41221,4,0,0,1,11
P41222,3,0,0,1,1
P41223,0,0,1,0,0
P41225,0,0,0,0,0
P41226,0,0,1,0,0
P41227,0,0,8,0,0
P41229,0,6,6,0,0
P41231,2,0,0,0,1
P41235,0,2,10,0,0
P41236,0,0,10,0,0
P41238,0,0,0,0,0
P41240,0,0,5,0,0
P41247,0,0,0,0,0
P41250,0,0,6,0,0
P41252,0,0,4,0,0
P41271,0,0,0,1,5
P41273,0,0,0,0,0
P41279,0,0,5,0,0
P41439,3,0,0,1,8
P41440,1,0,7,0,0
P41567,0,0,3,0,0
P41586,5,0,2,1,3
P41587,3,0,0,1,4
P41594,6,0,5,1,10
P41595,1,0,0,0,2
P41597,1,0,2,0,1
P41732,5,0,0,0,0
P41743,0,0,10,0,0
P41968,3,0,0,0,0
P41970,0,2,2,0,0
P42025,0,0,2,0,0
P42081,8,0,0,1,2
P42126,0,0,7,0,0
P42127,1,0,0,1,5
P42166,0,0,22,0,0
P42167,0,1,36,0,0
P42224,0,2,14,0,0
P42226,0,0,2,0,0
P42229,0,0,6,0,0
P42261,6,0,4,1,2
P42262,4,0,6,1,2
P42263,5,0,2,1,2
P42285,0,4,4,0,0
P42330,0,0,0,0,0
P42331,0,0,4,0,0
P42336,0,0,0,0,0
P42338,0,0,2,0,0
P42345,0,0,12,0,0
P42356,0,0,10,0,0
P42566,0,0,17,0,0
P42568,0,1,5,0,0
P42574,0,0,5,0,0
P42575,0,0,3,0,0
P42658,7,0,0,0,4
P42677,0,0,1,0,0
P42679,0,0,1,0,0
P42680,0,0,3,0,0
P42681,0,0,2,0,0
P42684,0,0,35,0,0
P42685,0,0,4,0,0
P42694,0,0,8,0,0
P42695,0,0,9,0,0
P42701,6,0,0,1,1
P42702,19,0,2,1,5
P42704,0,0,13,0,0
P42765,0,0,35,0,0
P42766,0,1,3,0,0
P42768,0,0,4,0,0
P42771,0,0,5,0,0
P42772,0,0,0,0,0
P42773,0,0,0,0,0
P42785,6,0,0,1,4
P42830,0,0,0,1,2
P42857,0,0,0,0,0
P42858,0,0,15,0,0
P42892,10,0,1,0,5
P42898,0,0,16,0,0
P43003,0,0,1,0,0
P43004,2,0,11,0,0
P43005,3,0,2,0,0
P43007,2,0,4,0,0
P43026,1,0,0,1,4
P43034,0,0,2,0,0
P43080,0,0,1,0,0
P43088,2,0,0,0,1
P43115,2,0,0,0,0
P43119,1,0,1,0,2
P43121,8,0,3,1,5
P43146,6,0,3,1,4
P43155,0,0,4,0,0
P43166,0,0,0,0,0
P43220,3,0,2,1,4
P43234,2,0,0,1,3
P43235,1,0,0,1,3
P43243,0,18,44,0,0
P43246,0,1,4,0,0
P43250,0,0,4,0,0
P43251,6,0,0,1,0
P43268,0,6,4,0,0
P43304,0,0,1,0,0
P43307,2,0,3,1,0
P43308,2,0,0,1,0
P43320,0,0,1,0,0
P43351,0,0,4,0,0
P43353,0,0,2,0,0
P43354,0,0,0,0,0
P43355,0,0,1,0,0
P43356,0,0,1,0,0
P43357,0,0,0,0,0
P43358,0,0,0,0,0
P43360,0,0,0,0,0
P43361,0,0,0,0,0
P43364,0,0,0,0,0
P43365,0,0,0,0,0
P43378,0,0,1,0,0
P43403,0,1,8,0,0
P43405,0,0,31,0,0
P43487,0,1,9,0,0
P43489,2,0,0,1,9
P43490,0,0,3,0,0
P43626,4,0,0,1,2
P43628,3,0,0,1,2
P43629,3,0,0,1,3
P43630,4,0,0,1,3
P43631,3,0,0,1,2
P43632,5,0,0,1,2
P43652,5,0,0,1,17
P43657,1,0,0,0,1
P43681,3,0,3,1,2
P43686,0,0,6,0,0
P43694,0,0,1,0,0
P43699,0,0,1,0,0
P43897,0,0,5,0,0
P45378,0,0,6,0,0
P45379,0,0,6,0,0
P45381,0,0,0,0,0
P45452,2,0,1,1,1
P45844,0,0,0,0,0
P45877,0,0,0,0,0
P45880,0,9,8,0,0
P45954,0,0,6,0,0
P45973,0,6,8,0,0
P45974,0,0,7,0,1
P45983,0,0,7,0,0
P45984,0,0,2,0,0
P45985,0,0,6,0,0
P46013,0,22,121,0,0
P46019,0,0,6,0,0
P46020,0,0,12,0,0
P46059,7,0,0,0,0
P46060,0,8,10,0,0
P46063,0,0,5,0,0
P46087,0,3,18,0,0
P46089,1,0,3,0,0
P46091,1,0,0,0,1
P46092,0,0,0,0,1
P46093,2,0,0,0,1
P46094,0,0,0,0,1
P46098,4,0,0,1,1
P46100,0,12,49,0,0
P46108,0,0,10,0,0
P46109,0,0,2,0,0
P46199,0,0,1,0,0
P46379,0,0,11,0,0
P46439,0,0,0,0,0
P46459,0,0,4,0,0
P46527,0,0,8,0,0
P46531,47,1,3,1,115
P46597,0,0,0,0,0
P46663,3,0,0,0,1
P46695,1,0,4,0,0
P46721,4,0,0,0,3
P46734,0,0,5,0,0
P46736,0,0,2,0,0
P46776,0,0,5,0,0
P46777,0,2,7,0,0
P46778,0,0,0,0,0
P46779,0,2,2,0,0
P46781,0,2,5,0,0
P46782,0,1,5,0,0
P46783,0,2,5,0,0
P46821,0,0,101,0,0
P46926,0,0,2,0,0
P46934,0,1,6,0,0
P46937,0,0,24,0,0
P46939,0,0,6,0,0
P46940,0,0,6,0,0
P46952,0,0,0,0,0
P46976,1,0,2,0,0
P46977,3,0,0,0,0
P47211,3,0,0,0,1
P47224,0,0,1,0,0
P47710,0,0,10,1,0
P47712,0,2,9,0,0
P47736,0,0,7,0,0
P47755,0,0,2,0,0
P47756,0,0,4,0,0
P47804,1,0,1,0,1
P47813,0,0,0,0,0
P47869,2,0,0,1,1
P47870,3,0,1,1,1
P47871,4,0,2,1,4
P47872,5,0,0,1,0
P47895,0,0,1,0,0
P47897,0,0,4,0,0
P47898,2,0,0,0,1
P47900,4,0,0,0,2
P47901,1,0,0,0,1
P47902,0,0,0,0,0
P47914,0,0,4,0,0
P47928,0,0,0,0,0
P47929,0,0,0,0,0
P47974,0,0,5,0,0
P47985,0,0,0,0,1
P47989,0,0,0,0,2
P47992,0,0,0,1,1
P48023,3,0,0,0,1
P48029,3,0,4,0,0
P48039,2,0,0,0,1
P48047,0,0,13,0,0
P48048,1,0,1,0,0
P48050,0,0,0,0,0
P48051,0,0,2,0,0
P48052,0,0,0,1,2
P48058,6,0,1,1,2
P48059,0,0,1,0,0
P48061,0,0,0,1,2
P48065,2,0,0,0,1
P48066,3,0,1,0,0
P48067,0,0,2,0,0
P48145,3,0,0,0,1
P48146,3,0,0,0,1
P48147,0,0,2,0,0
P48163,0,0,2,0,0
P48165,0,0,0,0,3
P48167,2,0,1,1,2
P48169,3,0,0,1,1
P48200,0,0,0,0,0
P48201,0,0,1,0,0
P48230,2,0,0,0,0
P48304,1,0,0,1,3
P48307,2,0,0,1,9
P48357,18,0,4,1,10
P48378,0,0,2,0,0
P48380,0,0,0,0,0
P48382,0,0,3,0,0
P48426,0,0,5,0,0
P48431,0,1,3,0,0
P48436,0,1,2,0,0
P48443,0,0,0,0,0
P48444,0,0,7,0,0
P48448,0,0,1,0,0
P48449,0,0,1,0,0
P48454,0,0,1,0,0
P48506,0,0,3,0,0
P48507,0,0,1,0,0
P48509,1,0,0,0,0
P48539,0,0,0,0,0
P48544,0,0,1,0,0
P48546,2,0,0,1,3
P48547,2,0,7,0,0
P48549,1,0,2,0,0
P48551,5,0,4,1,3
P48552,0,14,21,0,0
P48553,0,0,1,0,0
P48556,0,1,1,0,0
P48594,0,0,1,0,0
P48595,0,0,0,0,1
P48634,0,0,54,0,0
P48637,0,0,2,0,0
P48643,0,7,4,0,0
P48645,0,0,2,1,0
P48651,0,0,5,0,0
P48664,3,0,1,0,0
P48668,0,0,2,0,0
P48681,0,2,43,0,0
P48723,0,0,0,1,0
P48728,0,0,0,0,0
P48729,0,0,5,0,0
P48730,0,0,9,0,0
P48735,0,0,29,0,0
P48736,0,0,2,0,0
P48739,0,0,2,0,0
P48740,6,0,1,1,14
P48742,0,0,1,0,0
P48745,2,0,0,1,11
P48751,0,0,5,0,0
P48764,1,0,8,1,0
P48775,0,0,0,0,0
P48788,0,0,3,0,0
P48960,9,0,6,1,15
P48995,0,0,0,0,0
P49005,0,0,3,0,0
P49006,0,0,19,0,0
P49019,0,0,0,0,1
P49023,0,0,27,0,0
P49069,0,0,1,0,1
P49116,0,1,7,0,0
P49137,0,1,6,0,0
P49146,1,0,0,0,1
P49184,1,0,0,1,1
P49189,0,0,8,0,0
P49190,4,0,0,1,0
P49207,0,1,3,0,0
P49221,0,0,0,0,0
P49238,0,0,1,0,1
P49247,0,0,2,0,0
P49257,0,0,1,1,3
P49279,2,0,0,0,0
P49281,2,0,2,0,0
P49286,1,0,0,0,1
P49321,0,1,34,0,0
P49326,0,0,7,0,0
P49327,0,1,28,0,0
P49335,0,0,1,0,0
P49336,0,0,0,0,0
P49354,0,0,2,0,0
P49356,0,0,1,0,0
P49366,0,0,1,0,0
P49368,0,4,10,0,1
P49407,0,0,2,0,0
P49411,0,0,10,0,0
P49418,0,0,9,0,0
P49419,0,0,6,0,0
P49427,0,0,5,0,0
P49447,0,0,2,0,0
P49448,0,0,1,0,0
P49450,0,0,6,0,0
P49454,0,0,39,0,0
P49458,0,0,1,0,0
P49459,0,0,1,0,0
P49585,0,0,17,0,0
P49588,0,0,10,0,0
P49589,0,0,7,0,0
P49590,0,0,2,0,0
P49591,0,0,3,0,0
P49593,0,0,1,0,0
P49619,0,0,0,0,0
P49638,0,0,0,0,0
P49639,0,0,0,0,0
P49640,0,0,0,0,0
P49641,4,0,0,0,0
P49642,0,0,1,0,0
P49643,0,0,1,0,0
P49662,0,0,3,0,0
P49674,0,0,8,0,0
P49675,0,0,2,0,0
P49682,2,0,2,0,1
P49683,2,0,0,0,1
P49685,0,0,0,0,0
P49703,0,0,0,0,0
P49711,0,4,8,0,0
P49715,0,1,5,0,0
P49716,0,1,1,0,0
P49720,0,0,2,0,0
P49721,0,0,1,0,0
P49736,0,1,18,0,0
P49746,4,0,0,1,23
P49747,2,0,0,1,23
P49748,0,0,23,0,0
P49753,0,0,2,0,0
P49754,0,0,0,0,0
P49755,1,0,2,1,0
P49756,0,8,7,0,0
P49757,0,0,10,0,0
P49758,0,0,0,0,0
P49759,0,0,3,0,0
P49760,0,0,7,0,0
P49761,0,0,8,0,0
P49763,2,0,0,1,5
P49765,0,0,0,1,5
P49767,3,0,0,1,5
P49768,0,0,5,0,0
P49770,0,0,0,0,0
P49771,2,0,0,1,3
P49773,0,0,5,0,0
P49788,1,0,0,0,0
P49789,0,0,2,0,0
P49790,6,1,36,0,0
P49792,0,19,53,0,0
P49795,0,0,3,0,0
P49796,0,0,6,0,0
P49798,0,0,0,0,0
P49802,0,0,4,0,0
P49810,0,0,3,0,0
P49815,0,0,22,0,0
P49821,0,0,5,0,0
P49840,0,0,7,0,0
P49841,0,0,5,0,0
P49842,0,0,0,0,0
P49848,0,1,10,0,0
P49862,1,0,0,1,6
P49863,0,0,0,1,4
P49888,0,0,0,0,0
P49895,0,0,0,0,0
P49901,0,0,0,0,0
P49902,0,0,4,0,0
P49903,0,0,1,0,0
P49908,6,0,1,1,0
P49910,0,3,0,0,0
P49913,0,0,0,1,2
P49914,0,0,1,0,0
P49915,0,0,5,0,0
P49916,0,0,5,0,0
P49917,0,0,0,0,0
P49918,0,0,2,0,0
P49959,0,3,10,0,0
P49961,6,0,0,0,5
P50052,5,0,0,0,2
P50053,0,0,0,0,0
P50135,0,0,0,0,0
P50148,0,0,2,0,0
P50150,0,0,1,0,0
P50151,0,0,2,0,0
P50213,0,0,6,0,0
P50219,0,0,3,0,0
P50221,0,0,0,0,0
P50222,0,0,0,0,0
P50225,0,0,1,0,0
P50226,0,0,0,0,0
P50238,0,0,3,0,0
P50281,0,0,1,1,1
P50336,0,0,0,0,0
P50391,4,0,0,0,1
P50395,0,0,7,0,0
P50402,0,0,15,0,0
P50406,0,0,0,0,1
P50416,0,0,7,0,0
P50440,0,0,3,0,0
P50443,3,0,2,0,0
P50452,0,0,0,0,0
P50453,0,0,1,0,0
P50454,2,0,5,1,0
P50458,0,0,0,0,0
P50461,0,0,2,0,0
P50479,0,0,4,0,0
P50502,0,0,3,0,0
P50539,0,0,0,0,0
P50542,0,4,6,0,0
P50548,0,3,15,0,0
P50549,0,1,3,0,0
P50552,0,0,14,0,0
P50553,0,0,1,0,0
P50570,0,0,7,0,0
P50579,2,0,5,0,0
P50583,0,0,1,0,0
P50591,0,0,0,0,0
P50607,0,0,0,0,0
P50613,0,0,5,0,0
P50616,0,0,1,0,0
P50747,0,0,2,0,0
P50748,0,0,2,0,0
P50749,0,0,0,0,0
P50750,0,0,13,0,0
P50851,0,0,17,0,0
P50876,0,0,0,0,0
P50895,5,0,4,1,5
P50897,3,0,0,1,3
P50914,0,1,5,0,0
P50990,0,6,12,0,0
P50991,0,0,10,0,0
P50993,0,0,10,0,0
P50995,0,0,3,0,0
P51003,0,6,9,0,0
P51114,0,1,22,0,0
P51116,0,0,12,0,0
P51124,1,0,0,1,4
P51148,0,0,1,0,0
P51149,0,2,3,0,0
P51151,0,0,3,0,0
P51153,0,2,2,0,0
P51157,0,0,3,0,0
P51159,0,0,3,0,1
P51160,0,0,1,0,0
P51161,0,0,1,0,0
P51164,7,0,0,0,3
P51168,1,0,2,0,0
P51170,2,0,0,0,0
P51172,2,0,0,0,0
P51178,2,0,2,0,0
P51397,0,0,6,0,0
P51398,0,0,2,0,0
P51449,0,0,0,0,0
P51451,0,0,1,0,0
P51452,0,0,0,0,0
P51460,0,0,0,1,3
P51511,1,0,1,1,1
P51512,1,0,0,1,1
P51513,0,0,1,0,0
P51530,0,0,0,0,0
P51531,0,1,18,0,0
P51532,0,1,17,0,0
P51553,0,0,0,0,0
P51570,0,0,1,0,0
P51571,0,1,0,1,1
P51572,0,0,0,0,0
P51575,4,0,3,0,5
P51580,0,0,2,0,0
P51582,0,0,2,0,1
P51587,0,0,10,0,0
P51589,0,0,0,0,0
P51606,0,0,0,0,0
P51608,0,0,10,0,0
P51610,0,8,19,0,0
P51617,0,2,7,0,0
P51636,0,0,5,0,0
P51648,0,0,1,0,0
P51649,0,0,10,0,1
P51654,5,0,2,1,7
P51659,0,0,18,0,0
P51665,0,1,4,0,0
P51668,0,0,0,0,0
P51671,1,0,0,1,2
P51674,2,0,3,0,1
P51677,0,0,0,0,1
P51679,2,0,0,0,1
P51681,2,0,8,0,2
P51684,2,0,0,0,1
P51685,0,0,0,0,1
P51686,1,0,0,0,2
P51687,0,0,1,0,0
P51688,5,0,1,1,2
P51690,4,0,1,1,0
P51692,0,0,5,0,0
P51693,6,0,0,1,6
P51784,0,0,4,0,0
P51787,1,0,3,0,0
P51788,0,0,4,0,0
P51790,3,0,0,0,0
P51793,0,0,0,0,0
P51795,0,0,0,0,0
P51797,3,0,1,0,0
P51798,0,0,3,0,0
P51800,0,0,0,0,0
P51801,1,0,0,0,0
P51805,10,0,1,1,10
P51808,0,0,1,0,0
P51809,0,0,3,0,0
P51810,1,0,0,0,0
P51811,0,0,1,0,1
P51812,0,0,9,0,0
P51813,0,0,3,0,0
P51814,0,2,0,0,0
P51816,0,0,2,0,0
P51817,0,0,2,0,0
P51825,0,0,9,0,0
P51826,0,0,2,0,0
P51828,3,0,0,0,0
P51841,0,0,0,1,3
P51843,0,0,0,0,0
P51854,0,0,0,0,0
P51857,0,0,0,0,0
P51858,0,2,10,0,1
P51864,1,0,0,0,6
P51878,0,0,0,0,0
P51884,4,0,6,1,1
P51888,4,0,0,1,1
P51946,0,0,5,0,0
P51948,0,0,3,0,0
P51955,0,0,17,0,0
P51956,0,0,3,0,0
P51957,0,0,7,0,0
P51959,0,0,0,0,0
P51965,0,1,1,0,0
P51970,0,0,0,0,4
P51991,0,6,31,0,0
P51993,4,0,0,0,0
P52179,0,0,4,0,1
P52198,0,0,1,0,0
P52209,0,0,5,0,0
P52272,0,22,24,0,0
P52292,0,0,3,0,0
P52294,0,0,4,0,0
P52298,0,0,4,0,0
P52306,0,0,1,0,0
P52333,0,0,6,0,0
P52429,0,0,0,0,0
P52434,0,0,1,0,0
P52435,0,0,1,0,0
P52564,0,0,4,0,0
P52565,0,4,9,0,0
P52566,0,0,10,0,0
P52569,3,0,7,0,0
P52594,1,0,4,0,0
P52597,0,6,12,0,0
P52630,0,0,6,0,0
P52655,0,0,5,0,0
P52657,0,0,0,0,0
P52701,0,0,25,0,0
P52732,0,2,5,0,0
P52735,0,0,8,0,0
P52736,0,6,0,0,0
P52738,0,0,0,0,0
P52739,0,3,0,0,0
P52742,0,0,0,0,0
P52744,0,0,0,0,0
P52747,0,2,2,0,0
P52756,0,0,8,0,0
P52757,0,0,0,0,0
P52758,0,0,6,0,0
P52788,0,0,2,0,0
P52789,0,0,1,0,0
P52790,0,0,0,0,0
P52797,3,0,0,1,2
P52798,1,0,0,1,2
P52799,2,0,3,1,2
P52803,1,0,0,1,2
P52815,0,0,4,0,0
P52823,1,0,0,1,6
P52824,0,0,2,0,0
P52848,4,0,0,0,1
P52849,6,0,0,0,1
P52888,0,0,5,0,0
P52895,0,0,0,0,0
P52907,0,0,4,0,0
P52926,0,0,5,0,0
P52945,0,0,2,0,0
P52948,0,3,25,0,0
P52951,0,0,0,0,0
P52952,0,0,0,0,0
P52954,0,0,0,0,0
P52961,2,0,0,1,2
P53004,0,0,5,0,0
P53007,0,0,1,0,0
P53041,0,0,1,0,0
P53350,0,3,11,0,0
P53355,0,0,6,0,0
P53365,0,0,2,0,0
P53367,0,0,9,0,0
P53370,0,0,0,0,0
P53384,0,0,2,0,0
P53396,0,3,19,0,0
P53420,2,0,0,1,6
P53539,0,0,1,0,1
P53567,0,1,0,0,0
P53582,0,0,1,0,0
P53597,0,0,8,0,0
P53602,0,0,2,0,0
P53609,0,0,0,0,0
P53611,0,0,2,0,0
P53618,0,0,2,0,0
P53621,0,0,7,0,0
P53634,4,0,0,1,5
P53667,0,0,9,0,0
P53671,0,0,4,0,0
P53672,0,0,0,0,0
P53673,0,0,1,0,0
P53674,0,0,1,0,0
P53675,0,0,17,0,0
P53677,0,0,0,0,0
P53680,0,0,1,0,0
P53701,0,0,0,0,0
P53708,16,0,0,1,9
P53778,0,0,2,0,0
P53779,0,0,2,0,0
P53794,1,0,2,0,0
P53801,2,0,1,1,0
P53803,0,0,0,0,0
P53804,0,0,3,0,0
P53805,0,0,3,0,0
P53814,0,0,15,0,0
P53816,0,0,0,0,0
P53985,0,0,8,0,0
P53990,0,0,2,0,0
P53992,0,0,1,0,0
P53999,0,2,16,0,0
P54098,0,0,0,0,0
P54105,0,0,8,0,0
P54107,1,0,0,1,5
P54108,1,0,0,1,5
P54132,0,32,20,0,0
P54136,0,0,1,0,0
P54198,0,0,14,0,0
P54219,3,0,0,0,0
P54252,0,2,4,0,0
P54253,0,5,5,0,0
P54257,0,0,0,0,0
P54259,0,1,16,0,0
P54274,0,3,3,0,0
P54277,0,0,0,0,0
P54278,0,0,2,0,0
P54284,0,0,2,0,0
P54289,16,0,1,1,1
P54296,0,0,0,0,0
P54315,0,0,0,1,6
P54317,2,0,0,1,6
P54368,0,0,0,0,0
P54577,0,0,9,0,0
P54578,0,0,8,0,0
P54619,0,0,3,0,0
P54646,0,0,4,0,0
P54652,0,0,4,0,0
P54687,0,0,2,0,0
P54707,0,0,1,0,0
P54709,2,0,0,0,3
P54710,0,0,0,0,0
P54725,0,1,8,0,0
P54727,0,0,7,0,0
P54750,0,0,0,0,0
P54753,2,0,1,1,1
P54756,6,0,4,1,0
P54760,3,0,6,1,2
P54762,3,0,2,1,0
P54764,4,0,4,1,0
P54802,6,0,0,1,0
P54803,6,0,0,1,1
P54819,0,0,8,0,1
P54821,0,0,3,0,0
P54829,0,0,3,0,0
P54840,0,0,9,0,0
P54845,0,2,0,0,0
P54849,2,0,0,0,0
P54851,3,0,0,0,0
P54852,2,0,0,0,0
P54855,3,0,1,1,0
P54868,0,0,28,0,0
P54886,0,0,3,0,0
P54920,0,0,4,0,0
P54922,0,0,0,0,0
P55000,0,0,0,1,5
P55001,0,0,4,1,3
P55008,0,0,3,0,0
P55010,0,2,7,0,0
P55011,0,0,13,0,2
P55017,2,0,10,0,2
P55036,0,1,6,0,0
P55039,0,0,1,0,0
P55040,0,0,0,0,0
P55042,0,0,2,0,0
P55055,0,2,0,0,0
P55056,1,0,0,1,0
P55058,6,0,0,1,1
P55060,0,0,5,0,0
P55061,0,1,0,0,0
P55064,2,0,0,0,0
P55072,0,2,18,0,0
P55073,0,0,0,0,0
P55075,1,0,0,1,0
P55081,0,7,11,0,0
P55082,3,0,0,1,1
P55083,2,0,0,1,0
P55084,0,0,14,0,0
P55085,2,0,0,1,1
P55087,2,0,6,0,0
P55089,0,0,1,1,0
P55107,4,0,0,1,4
P55145,0,0,1,1,4
P55157,0,0,0,1,1
P55160,0,0,0,0,0
P55196,0,0,33,0,0
P55197,0,1,7,0,0
P55198,0,0,4,0,0
P55199,0,0,4,0,0
P55201,0,0,13,0,0
P55209,0,0,9,0,0
P55210,0,0,6,0,0
P55211,0,0,6,0,0
P55212,0,0,2,0,0
P55259,10,0,0,1,14
P55263,0,0,2,0,0
P55265,0,7,12,0,0
P55268,7,0,1,1,54
P55273,0,0,1,0,0
P55283,6,0,0,1,0
P55285,6,0,2,1,0
P55286,6,0,1,1,0
P55287,2,0,2,1,0
P55289,4,0,1,1,0
P55290,8,0,0,1,0
P55291,4,0,0,1,0
P55316,0,0,0,0,0
P55317,0,0,2,0,0
P55318,0,0,0,0,0
P55327,0,0,4,0,0
P55344,3,0,2,0,0
P55345,0,0,2,0,0
P55347,0,0,2,0,0
P55735,0,0,3,0,0
P55769,0,0,4,0,0
P55771,0,0,0,0,0
P55773,0,0,0,1,3
P55774,0,0,0,1,2
P55786,0,0,1,0,0
P55789,0,0,1,0,4
P55795,0,3,10,0,0
P55809,0,0,5,0,0
P55851,0,0,0,0,0
P55854,0,5,0,0,0
P55884,0,0,14,0,0
P55895,0,0,0,0,0
P55899,1,0,1,1,2
P55916,0,0,0,0,0
P55957,0,0,3,0,0
P56134,0,0,3,0,0
P56159,3,0,0,1,14
P56177,0,0,0,0,0
P56178,0,0,2,0,0
